Airport_IATA,Airport_Name,Country_Code,Country_Name,Latitude,Longitude
JIO,Tiakur Jos Orna Imsula,ID,Indonesia,-8.1392,127.9033
KAZ,Kaubang,ID,Indonesia,1.1847,127.8961
KBF,Karubaga,ID,Indonesia,-3.75,138.3333
KBU,Kotabaru Gusti Sjamsir Alam,ID,Indonesia,-3.2961,116.1647
KBX,Ayamaru Kambuaya,ID,Indonesia,-1.3167,132.2878
KCD,Kamur,ID,Indonesia,-6.2,138.7167
KDI,Kendari Halu Oleo,ID,Indonesia,-4.0817,122.4183
KEI,Kepi,ID,Indonesia,-6.6667,139.3833
KEQ,Kebar,ID,Indonesia,-0.6333,133.1167
KJX,Blang Pidie Kuala Batu,ID,Indonesia,3.7358,96.79
KLP,Seruyan Kuala Pembuang,ID,Indonesia,-3.3758,112.5361
KLQ,Keluang,ID,Indonesia,-2.6,103.95
KMM,Kimam,ID,Indonesia,-7.9667,138.9
KNG,Utarom Kaimana,ID,Indonesia,-3.6444,133.6956
KNO,Kuala Namu,ID,Indonesia,3.6378,98.8719
KOD,Kotabangun,ID,Indonesia,-0.2667,116.5833
KOE,Kupang Eltari,ID,Indonesia,-10.1717,123.6711
KOX,Kokonao,ID,Indonesia,-4.7108,136.4353
KRC,Kerinci Depati Parbo,ID,Indonesia,-2.0933,101.4692
KSR,Selayar Islands H. Aroeppala,ID,Indonesia,-6.1756,120.4364
KTG,Ketapang Rahadi Osman,ID,Indonesia,-1.8167,109.9636
KWB,Karimunjawa,ID,Indonesia,-5.85,110.4667
KXB,Kolaka Sangia Nibandera,ID,Indonesia,-4.3419,121.5217
LAH,Labuha Oesman Sadik,ID,Indonesia,-0.6347,127.5042
LWE,Lewoleba Wunopito,ID,Indonesia,-8.3619,123.4386
LYK,Sumbawa Lunyuk,ID,Indonesia,-8.95,117.2333
MAL,Mangole Falabisahaya,ID,Indonesia,-1.8833,125.8333
MDC,Manado,ID,Indonesia,1.5492,124.9264
MDP,Mindiptana,ID,Indonesia,-5.8833,140.7167
MEQ,Cut Nyak Dien Nagan Raya,ID,Indonesia,4.0456,96.2494
MES,Medan,ID,Indonesia,3.5581,98.6717
MJU,Mamuju Tampa Padang,ID,Indonesia,-2.5883,119.0278
MKQ,Merauke Mopah,ID,Indonesia,-8.5203,140.4183
MKW,Manokwari Rendani,ID,Indonesia,-0.8919,134.0492
MLG,Malang Abdul Rachman Saleh,ID,Indonesia,-7.9267,112.7144
MNA,Melangguane,ID,Indonesia,4.0067,126.6736
MOF,Maumere Fransiskus X.Seda,ID,Indonesia,-8.6406,122.2369
MOH,Morowali,ID,Indonesia,-2.2028,121.6611
MPC,Muko-Muko,ID,Indonesia,-2.55,101.1
MSI,Masalembo,ID,Indonesia,-5.5667,114.4333
MUF,Muting,ID,Indonesia,-7.3833,140.3333
MWK,Matak Tarempa,ID,Indonesia,3.3,106.2656
MWS,Morowali Bandara Khusus Imip,ID,Indonesia,-2.8008,122.1431
MXB,Masamba Andi Jemma,ID,Indonesia,-2.5333,120.3333
NAF,Banaina,ID,Indonesia,2.75,117.05
NAH,Tahuna Naha,ID,Indonesia,3.6833,125.5281
NAM,Namlea,ID,Indonesia,-3.2372,127.1003
NBX,Nabire,ID,Indonesia,-3.3681,135.4967
NDA,Banda Island Bandaneira,ID,Indonesia,-4.5333,129.9
NKD,Sinak Airport,ID,Indonesia,-3.8333,137.85
NNX,Nunukan Airport,ID,Indonesia,4.1358,117.6683
NPO,Nangapinoh Airport,ID,Indonesia,-0.3667,111.75
NRE,Namrole Airport,ID,Indonesia,-3.855,126.7017
NTI,Bintuni Stenkol,ID,Indonesia,-2.1,133.5167
NTX,Natuna Ranai,ID,Indonesia,3.9061,108.3878
OJU,Tojo Una Una Tanjung Api,ID,Indonesia,-0.8642,121.6267
OKL,Oksibil Gunung Bintang,ID,Indonesia,-4.9083,140.6306
OKQ,Okaba,ID,Indonesia,-8.1,139.7
ONI,Moanamani,ID,Indonesia,-3.9833,136.0833
OTI,Morotai Island Pitu,ID,Indonesia,2.05,128.3167
PBW,Palibelo,ID,Indonesia,-8.5833,118.7
PCB,Pondok Cabe,ID,Indonesia,-6.35,106.7667
PDO,Pendopo,ID,Indonesia,-3.2833,103.8333
PGK,Pangkalpinang Depati Amir,ID,Indonesia,-2.1636,106.1392
PGQ,Pekaulang Buli,ID,Indonesia,0.9178,128.3831
PKU,Pekanbaru,ID,Indonesia,0.4608,101.4444
PKY,Palangkaraya Tjilik Riwut,ID,Indonesia,-2.225,113.9428
PLM,Palembang S M Badaruddin Ii,ID,Indonesia,-2.8983,104.7
PLW,Palu Mutiara,ID,Indonesia,-0.9186,119.9097
PSJ,Poso Kasinguncu,ID,Indonesia,-1.4183,120.6567
PSU,Putussibau,ID,Indonesia,0.8356,112.9372
RGT,Rengat Japura,ID,Indonesia,-0.3528,102.3347
RJM,Waisai Marinda,ID,Indonesia,-0.26,130.6422
RKI,Rokot Sipora,ID,Indonesia,-0.95,100.75
RKO,Sipora,ID,Indonesia,-2.0833,99.6833
RTG,Ruteng Frans Sales Lega,ID,Indonesia,-8.5961,120.4781
RTI,Roti David C. Saudale,ID,Indonesia,-10.7669,123.0753
RTO,Tangerang Budiarto,ID,Indonesia,-6.2931,106.57
RTU,Maratua Airport,ID,Indonesia,2.1975,118.5969
RUF,Yuruf,ID,Indonesia,-3.6333,140.9333
SAU,Sawu Tardamu,ID,Indonesia,-10.5,121.9
SBG,Sabang Maimun Saleh,ID,Indonesia,5.8747,95.3403
SEH,Senggeh,ID,Indonesia,-3.4333,140.8167
SEQ,Bengkalis Sei Pakning,ID,Indonesia,1.3667,102.1333
SGQ,Sanggata,ID,Indonesia,0.5,117.3333
SIQ,Singkep Dabo,ID,Indonesia,-0.4833,104.5833
SIW,Parapat Sibisa,ID,Indonesia,2.5833,98.9333
SKJ,Singkawang,ID,Indonesia,0.7919,108.9597
SMQ,Sampit H.Asan,ID,Indonesia,-2.4992,112.975
SOC,Solo City,ID,Indonesia,-7.5161,110.7569
SQG,Sintang,ID,Indonesia,0.0636,111.4733
SQN,Sanana Emalamo,ID,Indonesia,-2.1008,125.9658
SQR,Soroako,ID,Indonesia,-2.5667,120.75
SRI,Samarinda Temindung,ID,Indonesia,-0.4844,117.1572
SUB,Surabaya,ID,Indonesia,-7.3797,112.7869
SUP,Sumenep Trunojoyo,ID,Indonesia,-7.0231,113.8886
SWQ,Sumbawa Brangbiji,ID,Indonesia,-8.4881,117.4114
SXK,Saumlaki Olilit,ID,Indonesia,-7.9881,131.305
TAX,Taliabu Airport,ID,Indonesia,-1.6433,124.5611
TBM,Tumbang Samba Airport,ID,Indonesia,-3.25,112.5833
TBX,Tambelan Airport,ID,Indonesia,0.9833,107.5669
TLI,Tolitoli Lalos,ID,Indonesia,1.1236,120.7933
TMC,Tambolaka Waikabubak,ID,Indonesia,-9.4097,119.2444
TMH,Tanahmerah,ID,Indonesia,-6.0975,140.3031
TMY,Tiom,ID,Indonesia,-3.95,138.4167
TNB,Tanah Grogot,ID,Indonesia,-1.9167,116.2
TNJ,Tanjung Pinang Raja Haji Fisabilillah,ID,Indonesia,0.9239,104.5331
TPK,Tapaktuan Teuku Cut Ali,ID,Indonesia,3.2667,97.1833
TQQ,Tomia Maranggo,ID,Indonesia,-5.7669,123.9189
TRK,Tarakan Juwata,ID,Indonesia,3.3267,117.5667
TRT,Mengkendek Toraja,ID,Indonesia,-3.1858,119.9181
TSX,Tanjung Santan Airport,ID,Indonesia,-0.0833,117.4333
TSY,Tasikmalaya Wiriadinata,ID,Indonesia,-7.3472,108.2464
TTE,Ternate Sultan Babullah,ID,Indonesia,0.8314,127.3814
TTR,Tana Toraja Pongtiku,ID,Indonesia,-3.0458,119.8236
UBR,Ubrub Airport,ID,Indonesia,-3.6667,140.85
UGU,Bilogai Airport,ID,Indonesia,-3.7333,137.0333
UOL,Buol Pogogul,ID,Indonesia,1.1047,121.4153
UPG,Ujung Pandang,ID,Indonesia,-5.0617,119.5542
WAR,Waris,ID,Indonesia,-3.2333,140.9833
WBA,Seram Island Wahai,ID,Indonesia,-2.8167,129.4833
WDB,Weda Bay Airport,ID,Indonesia,0.4681,127.9533
WET,Waghete,ID,Indonesia,-4.05,136.2667
WGP,Waingapu Umbu Mehang Kunda,ID,Indonesia,-9.6692,120.3019
YIA,New Yogyakarta Intl,ID,Indonesia,-7.91,110.07
ZEG,Senggo,ID,Indonesia,-5.6908,139.3503
ZQX,Nias Island Off-Line Point,ID,Indonesia,1.0833,97.5833
ZRI,Serui S. Condronegoro,ID,Indonesia,-1.8742,136.2397
ZRM,Sarmi Orai,ID,Indonesia,-1.8833,138.7667
AAQ,Anapa,RU,Russian Federation,45.0022,37.3472
ABA,Abakan Airport,RU,Russian Federation,53.74,91.385
ACS,Achinsk Airport,RU,Russian Federation,56.2697,90.5719
ADH,Aldan,RU,Russian Federation,58.6028,125.4067
AEM,Amgu,RU,Russian Federation,45.8425,137.6778
AER,????,RU,Russian Federation,43.45,39.9567
AMV,Amderma,RU,Russian Federation,69.7608,61.5736
BAX,Barnaul,RU,Russian Federation,53.3631,83.5472
BCX,Beloretsk,RU,Russian Federation,53.9333,58.3333
BGN,Belaya Gora,RU,Russian Federation,68.5569,146.2311
BGS,Boguchany Airport,RU,Russian Federation,58.3786,97.4672
BKA,Baykit Airport,RU,Russian Federation,61.6775,96.3536
BQG,Bogorodskoye,RU,Russian Federation,52.3783,140.4483
BQJ,Batagay,RU,Russian Federation,67.6478,134.6933
BQS,Blagoveschensk,RU,Russian Federation,50.4253,127.4125
BTK,Bratsk,RU,Russian Federation,56.3706,101.6983
BVJ,Bovanenkovo,RU,Russian Federation,70.3167,68.3308
BVV,Iturup Island Burevestnik Afb,RU,Russian Federation,44.92,147.6217
BWO,Balakovo,RU,Russian Federation,51.8667,47.75
BZK,Bryansk,RU,Russian Federation,53.2697,34.3367
CEE,Cherepovets,RU,Russian Federation,59.2781,38.0225
CEK,Chelyabinsk,RU,Russian Federation,55.3058,61.5033
CKH,Chokurdakh,RU,Russian Federation,70.6244,147.8967
CKL,Chkalovsky,RU,Russian Federation,55.8667,38.0519
CSH,Solovetsky Solovki,RU,Russian Federation,65.0294,35.7333
CSY,Cheboksary,RU,Russian Federation,56.0903,47.3472
CYX,Chersky,RU,Russian Federation,68.7417,161.3375
CZR,Chara Airport,RU,Russian Federation,56.9131,118.2711
DKS,Dikson,RU,Russian Federation,73.5178,80.3769
DLR,Dalnerechensk,RU,Russian Federation,45.8775,133.7353
DME,Moscow Domodedowo,RU,Russian Federation,55.4089,37.9064
DPT,Deputatsky,RU,Russian Federation,69.3925,139.8903
DYR,Anadyr Ugolny,RU,Russian Federation,64.735,177.7414
EDN,Yedinka,RU,Russian Federation,47.1767,138.6611
EGO,Belgorod,RU,Russian Federation,50.6439,36.59
EIE,Yeniseysk,RU,Russian Federation,58.4733,92.1128
EIK,Yeysk,RU,Russian Federation,46.6789,38.2122
EKS,Shakhtersk,RU,Russian Federation,49.1922,142.0811
ERG,Yerbogachen,RU,Russian Federation,61.275,108.03
ESL,Elista,RU,Russian Federation,46.3739,44.3308
ETL,Svetlaya,RU,Russian Federation,46.5419,138.3217
EYA,Zeya Airport,RU,Russian Federation,53.6883,127.0911
EYK,Beloyarsky,RU,Russian Federation,63.6906,66.6997
EZV,Berezovo,RU,Russian Federation,63.9211,65.0306
FVS,St Petersburg Finlyandsky Rail Station,RU,Russian Federation,59.9556,30.3564
GDG,Magdagachi,RU,Russian Federation,53.4667,125.8
GDX,Magadan Sokol,RU,Russian Federation,59.9111,150.7206
GDZ,Gelendzhik,RU,Russian Federation,44.5792,38.0119
GOJ,?????? ????????,RU,Russian Federation,56.23,43.7842
GOY,Tura Gornij,RU,Russian Federation,64.3342,100.4322
GRV,Grozny,RU,Russian Federation,43.3883,45.7
HMA,Khanty-Mansiysk,RU,Russian Federation,61.0286,69.0861
HTA,Chita,RU,Russian Federation,52.0264,113.3056
HTG,Khatanga,RU,Russian Federation,71.9781,102.4925
JOK,Yoshkar-Ola,RU,Russian Federation,56.7008,47.8964
JQF,Moscow Savelovsky Rail Station,RU,Russian Federation,55.7942,37.5881
JQO,Moscow Belorussky Rail Stn,RU,Russian Federation,55.7764,37.5803
KCK,Kirensk,RU,Russian Federation,57.7728,108.0586
KCY,Krasnoyarsk Cheremshanka,RU,Russian Federation,56.1758,92.5431
KDY,Khandyga Teply Klyuch,RU,Russian Federation,62.7883,136.8514
KEJ,Kemerovo,RU,Russian Federation,55.27,86.1072
KGD,Kaliningrad,RU,Russian Federation,54.89,20.5925
KGP,Kogalym,RU,Russian Federation,62.1906,74.5339
KHV,Khabarovsk Novy,RU,Russian Federation,48.5281,135.1883
KJA,Krasnoyarsk,RU,Russian Federation,56.1731,92.4933
KKQ,Krasnoselkup,RU,Russian Federation,65.7,82.45
KLD,Tver Migalovo,RU,Russian Federation,56.8247,35.7578
KLF,Kaluga Grabtsevo,RU,Russian Federation,54.5486,36.3717
KMW,Kostroma,RU,Russian Federation,57.75,40.9333
KNY,Kodinsk Airport,RU,Russian Federation,58.4808,99.0983
KPW,Keperveyem,RU,Russian Federation,67.845,166.1397
KRO,Kurgan,RU,Russian Federation,55.4708,65.4106
KRR,?????????,RU,Russian Federation,45.0325,39.1664
KRV,Severo-Kurilsk Heliport,RU,Russian Federation,50.6708,156.1225
KSZ,Kotlas,RU,Russian Federation,61.2361,46.6989
KUF,Samara,RU,Russian Federation,53.5039,50.1517
KVK,Kirovsk/Apatity Khibiny,RU,Russian Federation,67.5764,33.5803
KVM,Markovo,RU,Russian Federation,64.6636,170.415
KVR,Kavalerovo,RU,Russian Federation,44.2725,135.0289
KVX,Kirov,RU,Russian Federation,58.5008,49.3422
KXD,Kondinskoye,RU,Russian Federation,59.65,67.4333
KXK,Komsomolsk-Na-Amure Khurba,RU,Russian Federation,50.4078,136.9358
KYZ,Kyzyl,RU,Russian Federation,51.6733,94.4081
KZN,Kazan,RU,Russian Federation,55.6061,49.2786
MCX,Makhachkala Uytash,RU,Russian Federation,42.8169,47.6522
MJY,Motygino Airport,RU,Russian Federation,58.1819,94.7394
MJZ,Mirny Airport,RU,Russian Federation,62.5347,114.0389
MMK,Murmansk,RU,Russian Federation,68.7817,32.7508
MQF,Magnitogorsk,RU,Russian Federation,53.3931,58.7556
MQJ,Khonuu Moma,RU,Russian Federation,66.4508,143.2614
MRV,Mineralnye Vody,RU,Russian Federation,44.225,43.0819
NAL,Nalchik,RU,Russian Federation,43.5128,43.6367
NEF,Neftekamsk Airport,RU,Russian Federation,56.1,54.35
NEI,Terney Airport,RU,Russian Federation,45.0831,136.5906
NER,Neryungri Chulman,RU,Russian Federation,56.9114,124.9031
NFG,Nefteyugansk Airport,RU,Russian Federation,61.1333,73.05
NGK,Nogliki Airport,RU,Russian Federation,51.7817,143.14
NJC,Nizhnevartovsk Airport,RU,Russian Federation,60.9492,76.4836
NLI,Nikolayevsk-Na-Amure Airport,RU,Russian Federation,53.1542,140.6522
NNM,Naryan-Mar,RU,Russian Federation,67.6403,53.1225
NOI,Novorossiysk Krymska,RU,Russian Federation,44.75,37.75
NOJ,Nojabrsk Airport,RU,Russian Federation,63.1836,75.2689
NOZ,Novokuznetsk,RU,Russian Federation,53.8064,86.8711
NSK,Norilsk,RU,Russian Federation,69.3111,87.3322
ODO,Bodaybo,RU,Russian Federation,57.8664,114.2422
OEL,Orel Yuzhny,RU,Russian Federation,52.9833,36.1
OGZ,Vladikavkaz,RU,Russian Federation,43.205,44.6067
OHH,Okha Novostroyka,RU,Russian Federation,53.5167,142.8833
OHO,Okhotsk,RU,Russian Federation,59.4142,143.0572
OKT,Oktiabrsky,RU,Russian Federation,54.4333,53.3833
OLZ,Olekminsk,RU,Russian Federation,60.4008,120.4708
OMS,Omsk,RU,Russian Federation,54.9669,73.3106
ONK,Olenek,RU,Russian Federation,68.5147,112.48
OSW,Orsk,RU,Russian Federation,51.0725,58.5956
OVB,Novosibirsk,RU,Russian Federation,55.0125,82.6506
OVS,Sovetsky,RU,Russian Federation,61.3253,63.6036
PEE,Perm,RU,Russian Federation,57.9144,56.0211
PES,Petrozavodsk Besovets,RU,Russian Federation,61.8853,34.1547
PEX,Pechora,RU,Russian Federation,65.1194,57.1306
PEZ,Penza,RU,Russian Federation,53.1106,45.0214
PKC,Petropavlovsk Yelizovo,RU,Russian Federation,53.1694,158.4508
PKV,Pskov,RU,Russian Federation,57.7839,28.3956
REN,Orenburg Tsentralny,RU,Russian Federation,51.7958,55.4567
RGK,Gorno-Altaysk,RU,Russian Federation,51.9692,85.8364
RTW,Saratov Tsentralny,RU,Russian Federation,51.565,46.0467
RVI,Rostov,RU,Russian Federation,47.2583,39.8181
RYB,Rybinsk Staroselye,RU,Russian Federation,58.1333,38.8667
RZH,Preobrazheniye,RU,Russian Federation,42.9217,133.9044
RZN,Ryazan Turlatovo,RU,Russian Federation,54.6333,39.5833
SBT,Sabetta,RU,Russian Federation,71.2511,72.1017
SCW,Syktyvkar,RU,Russian Federation,61.6469,50.845
SEK,Srednekolymsk,RU,Russian Federation,67.4747,153.7294
SGC,Surgut,RU,Russian Federation,61.3436,73.4019
SKX,Saransk,RU,Russian Federation,54.1258,45.2133
SLY,Salekhard,RU,Russian Federation,66.5908,66.6111
STW,Stavropol Shpakovskoye,RU,Russian Federation,45.1092,42.1128
SUY,Suntar Airport,RU,Russian Federation,62.185,117.635
SVO,Moscow/Sheremetyevo,RU,Russian Federation,55.9728,37.4147
SVX,Ekaterinburg,RU,Russian Federation,56.7431,60.8028
SWT,Strzhewoi Airport,RU,Russian Federation,60.71,77.6606
SWV,Severo-Evensk,RU,Russian Federation,61.9214,159.2297
TKM,Taksimo Intl.,RU,Russian Federation,56.36,114.9231
TLK,Talakan,RU,Russian Federation,59.8817,111.0456
TLY,Plastun,RU,Russian Federation,44.8147,136.2917
TOF,Tomsk,RU,Russian Federation,56.3858,85.2133
TOX,Tobolsk,RU,Russian Federation,58.1333,68.2333
TQL,Tarko-Sale Airport,RU,Russian Federation,64.93,77.8108
UCT,Ukhta,RU,Russian Federation,63.5667,53.8044
UEN,Urengoy Airport,RU,Russian Federation,65.9667,78.3667
UFA,Ufa,RU,Russian Federation,54.5575,55.8839
UHS,Aleksandrovsk-Sakhalinskiy Airport,RU,Russian Federation,50.8772,142.1758
UIK,Ust-Ilimsk Airport,RU,Russian Federation,58.1333,102.55
UKG,Ust-Kuyga Airport,RU,Russian Federation,70.0106,135.6425
UKX,Ust-Kut Airport,RU,Russian Federation,56.8572,105.7317
ULK,Lensk,RU,Russian Federation,60.7228,114.8219
ULV,Ulyanovsk Baratayevka,RU,Russian Federation,54.2689,48.2239
ULY,Ulyanovsk,RU,Russian Federation,54.4011,48.8028
UMS,Ust-Maya,RU,Russian Federation,60.3561,134.4347
URJ,Uray,RU,Russian Federation,60.1161,64.83
URS,Kursk,RU,Russian Federation,51.7506,36.2956
USK,Usinsk,RU,Russian Federation,66.0044,57.3672
USR,Ust Nera,RU,Russian Federation,64.5494,143.1108
UUA,Bugulma,RU,Russian Federation,54.6353,52.7992
UUD,Ulan-Ude,RU,Russian Federation,51.8078,107.4378
UUS,Yuzhno-Sakhalinsk Khomutovo,RU,Russian Federation,46.8886,142.7175
VAQ,Vanavara Airport,RU,Russian Federation,60.3531,102.3058
VEO,Severo-Yeniseyskiy,RU,Russian Federation,60.3733,93.0119
VGD,Vologda,RU,Russian Federation,59.2819,39.945
VHV,Verkhnevilyuysk,RU,Russian Federation,63.4589,120.2686
VKO,Moscow/Vnukovo,RU,Russian Federation,55.5917,37.2614
VKT,Vorkuta,RU,Russian Federation,67.4892,63.9956
VKV,Vaskovo,RU,Russian Federation,64.4419,40.4217
VLK,Volgodonsk,RU,Russian Federation,47.6833,42.0833
VLU,Velikiye Luki,RU,Russian Federation,56.3833,30.6167
VOG,Volgograd,RU,Russian Federation,48.7825,44.3456
VOZ,Voronezh,RU,Russian Federation,51.8142,39.2297
VUS,Veliky Ustyug,RU,Russian Federation,60.7847,46.2564
VVO,Vladivostok,RU,Russian Federation,43.3989,132.1481
VYI,Vilyuysk,RU,Russian Federation,63.7572,121.6917
YAE,Yartsevo Airport,RU,Russian Federation,60.2531,90.2042
YKS,Yakutsk,RU,Russian Federation,62.0933,129.7706
YMK,Mys-Kamenny,RU,Russian Federation,68.4661,73.5956
ZIX,Zhigansk,RU,Russian Federation,66.7939,123.3644
ZKP,Zyryanka,RU,Russian Federation,65.7492,150.8883
ZZO,Zonalnoye,RU,Russian Federation,50.6689,142.7611
AAT,Altay Airport,CN,China,47.7506,88.0858
ACX,Xingyi,CN,China,25.0856,104.9594
AEB,Baise Youjiang,CN,China,23.72,106.9603
AEQ,Chifeng Ar Horqin,CN,China,43.9083,120.1503
AHJ,Aba/Hongyuan Airport,CN,China,32.5314,102.3519
AKA,Ankang Fuqiang,CN,China,32.7078,108.9322
AKU,Aksu,CN,China,41.2628,80.2919
AVA,Anshun Huangguoshu,CN,China,26.2572,105.8728
AXF,Alxa Left Banner,CN,China,38.8239,105.6261
AYN,Anyang,CN,China,36.1,114.35
AZJ,Zhenjiang Dalu,CN,China,32.2358,119.7206
AZM,Macau Cz Bus Station,CN,China,22.2156,113.5489
BAR,Qionghai Bo'ao,CN,China,19.1392,110.4536
BAV,Baotou,CN,China,40.5606,109.9964
BFJ,Bijie,CN,China,27.2672,105.4714
BFU,Bengbu,CN,China,32.95,117.3333
BHY,Beihai,CN,China,21.5394,109.2939
BKV,Damao Banner Bailing,CN,China,41.6569,110.3128
BPE,Qinhuangdao Beidaihe,CN,China,39.6664,119.06
BPL,Bole Alashankou,CN,China,44.8958,82.3
BPO,Bo'ao Rail Station,CN,China,19.1381,110.4828
BPX,Qamdo/Changdu Bamda/Bangda,CN,China,30.5511,97.1106
BSD,Baoshan,CN,China,25.0536,99.1681
BVN,Baoding Mu Bus Station,CN,China,38.8611,115.4811
BVQ,Baoding Rail Station,CN,China,38.8642,115.4789
BYE,Benxi Rail Station,CN,China,41.2931,123.7528
BZJ,Bozhou Airport,CN,China,33.9097,115.745
BZX,Bazhong Enyang,CN,China,31.7381,106.6442
CAN,Guangzhou,CN,China,23.3925,113.2989
CBZ,Binzhou Dagao General,CN,China,37.61,117.8858
CDE,Chengde Puning,CN,China,41.1214,118.0761
CJK,Zhangjiagang Bus Station,CN,China,31.8436,120.5567
CKF,Chongqing Shapingba Rail Stn,CN,China,29.5567,106.4531
CKG,Chongqing,CN,China,29.7194,106.6419
CKJ,Chongqing Xi Rail Stn,CN,China,29.5061,106.4325
CKP,Chongqing Chongqinbei Rail Stn,CN,China,29.6133,106.5444
CNI,Changhai,CN,China,39.2667,122.5167
CQW,Wulong Chongqing Xiannvshan,CN,China,29.4642,107.6933
CSX,Changsha,CN,China,28.1936,113.2178
CTU,Chengdu,CN,China,30.5786,103.9472
CWJ,Cangyuan Washan,CN,China,23.2761,99.3733
CZV,Changzhou Bus Station,CN,China,31.7922,119.9569
CZX,Changzhou,CN,China,31.9194,119.7783
DAQ,Daqing Rail Station,CN,China,46.5967,125.3717
DAX,Daxian,CN,China,31.1319,107.4306
DBC,Baicheng Chang'an,CN,China,45.505,123.0189
DBL,Dalianbei Rail Station,CN,China,38.9236,121.6303
DLC,Dalian,CN,China,38.9656,121.5386
DLU,Dali,CN,China,25.6503,100.3194
DNH,Dunhuang,CN,China,40.0922,94.6817
DOY,Dongying Shengli,CN,China,37.5078,118.7894
DQA,Daqing Sartu,CN,China,46.75,125.1392
DSN,Dongsheng,CN,China,39.4922,109.8631
DTU,Wudalianchi Dedu,CN,China,48.5061,126.1978
DWS,Hulunbuir Morin Dawa Banner,CN,China,48.3875,124.4314
DXJ,Xiangxi Biancheng,CN,China,28.495,109.5194
DYG,Dayong,CN,China,29.1044,110.4431
DYN,Danyang Rail Station,CN,China,32.0036,119.5869
DZU,Dazu,CN,China,29.7,105.8
EHU,Ezhou Huahu,CN,China,30.3414,115.0294
EJJ,Jingzhou Rail Station,CN,China,30.3728,112.2075
EJN,Ejina Banner Taolai Airport,CN,China,42.0147,101.0022
EJQ,Shiyan Rail Station,CN,China,32.6036,110.7817
EKG,Beijing Bawangfen Bus Station,CN,China,39.9028,116.4789
ENH,Enshi Xujiaping,CN,China,30.3211,109.4853
ENY,Yan'an Nanniwan,CN,China,36.6367,109.5533
ERL,Erenhot Saiwusu Intl,CN,China,43.4233,112.0911
EWV,Enshi Rail Station,CN,China,30.3519,109.4797
FFF,Fuxin Rail Station,CN,China,41.9853,121.6325
FII,Beihai Railway Station,CN,China,21.4547,109.1253
FOC,Fuzhou,CN,China,25.935,119.6633
FSA,Foshan Bus Station,CN,China,23.0394,113.1081
FUD,Sui Fen He,CN,China,44.3803,131.125
FUG,Fuyang Xiguan,CN,China,32.8808,115.7336
FUO,Foshan Shadi,CN,China,23.0817,113.07
FUS,Fushun Rail Station,CN,China,41.8594,123.8881
FYG,Shenzhen Fuyong Ferry Port Fuyong Ferry,CN,China,22.7781,113.6128
FYJ,Fuyuan,CN,China,48.1978,134.3644
FYN,Fuyun,CN,China,46.8011,89.5383
GGX,Xiaogan Rail Station,CN,China,30.9575,113.9236
GHN,Guanghan,CN,China,30.9486,104.3297
GJN,Zhijiang Rail Station,CN,China,30.4578,111.5728
GKW,Guilin Rail Station,CN,China,25.2614,110.2831
GMQ,Golog Maqin,CN,China,34.4075,100.3222
GOQ,Golmud,CN,China,36.4006,94.7883
HBP,Hengyang Rail Station,CN,China,26.8928,112.6272
HBQ,Qilian Haibei,CN,China,38.0083,100.6408
HBV,Harbinxi Rail Station,CN,China,45.7594,126.6269
HCJ,Hechi Jin Cheng Jiang,CN,China,24.7842,107.7003
HCZ,Chenzhou Beihu,CN,China,25.7533,112.8444
HDG,Handan,CN,China,36.5258,114.425
HEK,Heihe,CN,China,50.1717,127.3094
HET,Hohhot,CN,China,40.8514,111.8242
HFE,Hefei,CN,China,31.9911,116.9892
HGH,Hangzhou,CN,China,30.2294,120.4344
HHA,Huanghua,CN,China,28.1892,113.2194
HHK,Hong Kong Bus Station,CN,China,22.2797,114.1614
HHL,Hangzhou Tourist Ctr Bus Stn,CN,China,30.2717,120.13
HHO,Shenzhen Shekou Cruise Center,CN,China,22.4733,113.9094
HHP,Sheung Wan Heliport,CN,China,22.2889,114.1525
HHS,Zhongshan Bus Station,CN,China,22.5214,113.3428
HIA,Huai'an Lianshui,CN,China,33.7875,119.1278
HJB,Hejing Bayinbuluke,CN,China,42.9769,83.9969
HJJ,Huaihua Zhijiang,CN,China,27.4414,109.7003
HKC,Hong Kong China Ferry Terminal,CN,China,22.2994,114.1672
HKG,Hong Kong,CN,China,22.3089,113.9147
HLD,Hailar,CN,China,49.2086,119.8167
HLJ,Zhaodong Beidahuang General,CN,China,46.1281,125.7733
HMI,Hami,CN,China,42.8408,93.6708
HMX,Huma Ludingshan Airport,CN,China,51.7286,126.6617
HNZ,Shenzhen Bus Station,CN,China,22.7286,114.2367
HPG,Shennongjia Hongping,CN,China,31.6333,110.3378
HQQ,An Yang Hong Qiqu,CN,China,35.8692,114.4658
HRB,Harbin,CN,China,45.6233,126.2503
HSC,Shaoguan Danxia,CN,China,24.8333,113.6167
HSD,Huangshi Rail Station,CN,China,30.1564,114.9353
HSF,Suifenhe Dongning,CN,China,44.4517,130.8489
HSJ,Zhengzhou Shangjie,CN,China,34.8422,113.2742
HSQ,Huangshi Bus Station,CN,China,30.2478,115.0653
HTN,Hotan,CN,China,37.0381,79.865
HTT,Huatugou,CN,China,38.2553,90.8461
HUO,Houlinguole Huolinhe,CN,China,45.5842,119.7383
HXD,Delingha,CN,China,37.125,97.2686
HXN,Xingtai Rail Station,CN,China,37.0703,114.4922
